cuisines,votes,name
"Ice Cream, Desserts",22,6
"Ice Cream, Desserts",23,1
"Ice Cream, Desserts",24,10
"Ice Cream, Desserts",25,19
"Ice Cream, Desserts",27,7
"Ice Cream, Desserts",28,7
"Ice Cream, Desserts",32,1
"Ice Cream, Desserts",34,7
"Ice Cream, Desserts",35,1
"Ice Cream, Desserts",36,4
"Ice Cream, Desserts",37,4
"Ice Cream, Desserts",40,2
"Ice Cream, Desserts",41,3
"Ice Cream, Desserts",42,6
"Ice Cream, Desserts",43,4
"Ice Cream, Desserts",47,3
"Ice Cream, Desserts",48,3
"Ice Cream, Desserts",51,2
"Ice Cream, Desserts",52,1
"Ice Cream, Desserts",54,2
"Ice Cream, Desserts",55,1
"Ice Cream, Desserts",57,2
"Ice Cream, Desserts",58,1
"Ice Cream, Desserts",59,1
"Ice Cream, Desserts",60,1
"Ice Cream, Desserts",61,2
"Ice Cream, Desserts",65,2
"Ice Cream, Desserts",66,5
"Ice Cream, Desserts",67,4
"Ice Cream, Desserts",69,4
"Ice Cream, Desserts",71,1
"Ice Cream, Desserts",72,4
"Ice Cream, Desserts",75,4
"Ice Cream, Desserts",77,7
"Ice Cream, Desserts",79,8
"Ice Cream, Desserts",80,1
"Ice Cream, Desserts",82,1
"Ice Cream, Desserts",83,2
"Ice Cream, Desserts",90,4
"Ice Cream, Desserts",92,3
"Ice Cream, Desserts",99,2
"Ice Cream, Desserts",100,6
"Ice Cream, Desserts",101,3
"Ice Cream, Desserts",102,3
"Ice Cream, Desserts",103,2
"Ice Cream, Desserts",107,1
"Ice Cream, Desserts",108,2
"Ice Cream, Desserts",109,4
"Ice Cream, Desserts",118,5
"Ice Cream, Desserts",119,2
"Ice Cream, Desserts",128,7
"Ice Cream, Desserts",131,6
"Ice Cream, Desserts",142,2
"Ice Cream, Desserts",143,2
"Ice Cream, Desserts",148,1
"Ice Cream, Desserts",149,4
"Ice Cream, Desserts",150,1
"Ice Cream, Desserts",187,2
"Ice Cream, Desserts",194,2
"Ice Cream, Desserts",197,1
"Ice Cream, Desserts",204,2
"Ice Cream, Desserts",205,5
"Ice Cream, Desserts",206,5
"Ice Cream, Desserts",208,2
"Ice Cream, Desserts",219,1
"Ice Cream, Desserts",220,3
"Ice Cream, Desserts",221,2
"Ice Cream, Desserts",229,3
"Ice Cream, Desserts",231,7
"Ice Cream, Desserts",234,1
"Ice Cream, Desserts",251,3
"Ice Cream, Desserts",267,1
"Ice Cream, Desserts",277,4
"Ice Cream, Desserts",278,2
"Ice Cream, Desserts",283,1
"Ice Cream, Desserts",291,2
"Ice Cream, Desserts",292,2
"Ice Cream, Desserts",324,4
"Ice Cream, Desserts",345,3
"Ice Cream, Desserts",366,1
"Ice Cream, Desserts",372,1
"Ice Cream, Desserts",384,2
"Ice Cream, Desserts",397,2
"Ice Cream, Desserts",398,1
"Ice Cream, Desserts",402,2
"Ice Cream, Desserts",403,4
"Ice Cream, Desserts",405,1
"Ice Cream, Desserts",406,1
"Ice Cream, Desserts",423,2
"Ice Cream, Desserts",501,2
"Ice Cream, Desserts",509,1
"Ice Cream, Desserts",512,2
"Ice Cream, Desserts",633,1
"Ice Cream, Desserts",635,2
"Ice Cream, Desserts",637,1
"Ice Cream, Desserts",638,2
"Ice Cream, Desserts",669,2
"Ice Cream, Desserts",703,1
"Ice Cream, Desserts",790,1
"Ice Cream, Desserts",819,1
"Ice Cream, Desserts",825,2
"Ice Cream, Desserts",827,2
"Ice Cream, Desserts",847,1
"Ice Cream, Desserts",922,1
"Ice Cream, Desserts",949,2
"Ice Cream, Desserts",971,2
"Ice Cream, Desserts",1547,1
"Ice Cream, Desserts",2090,1
"Ice Cream, Desserts",2139,2
"Ice Cream, Desserts",2172,1
"Ice Cream, Desserts",2174,1
"Italian, Pizza",0,1
"Italian, Pizza",7,1
"Italian, Pizza",22,2
"Italian, Pizza",23,2
"Italian, Pizza",27,1
"Italian, Pizza",30,8
"Italian, Pizza",34,17
"Italian, Pizza",40,2
"Italian, Pizza",41,2
"Italian, Pizza",52,2
"Italian, Pizza",54,2
"Italian, Pizza",60,4
"Italian, Pizza",61,3
"Italian, Pizza",62,2
"Italian, Pizza",77,4
"Italian, Pizza",91,2
"Italian, Pizza",92,1
"Italian, Pizza",99,4
"Italian, Pizza",109,3
"Italian, Pizza",110,10
"Italian, Pizza",227,3
"Italian, Pizza",330,2
"Italian, Pizza",331,4
"Italian, Pizza",372,2
"Italian, Pizza",374,2
"Italian, Pizza",473,4
"Italian, Pizza",671,1
"Italian, Pizza",672,1
"Italian, Pizza",673,1
"Italian, Pizza",715,6
"Italian, Pizza",733,3
"Italian, Pizza",1107,3
Kerala,0,33
Kerala,4,16
Kerala,5,5
Kerala,6,15
Kerala,7,6
Kerala,10,3
Kerala,12,2
Kerala,14,8
Kerala,15,7
Kerala,16,1
Kerala,19,10
Kerala,24,2
Kerala,32,2
Kerala,33,4
Kerala,34,3
Kerala,35,1
Kerala,36,11
Kerala,40,3
Kerala,41,9
Kerala,43,4
Kerala,47,1
Kerala,49,2
Kerala,50,2
Kerala,60,1
Kerala,61,1
Kerala,63,2
Kerala,64,9
Kerala,68,5
Kerala,80,4
Kerala,93,2
Kerala,94,5
Kerala,101,2
Kerala,123,3
Kerala,128,1
Kerala,160,2
Kerala,162,3
Kerala,167,1
Kerala,224,1
Kerala,226,2
Kerala,243,3
Kerala,247,1
Kerala,253,1
Kerala,255,3
Kerala,262,1
Kerala,517,2
Kerala,522,1
Kerala,523,2
"Kerala, South Indian",0,42
"Kerala, South Indian",6,1
"Kerala, South Indian",8,2
"Kerala, South Indian",10,1
"Kerala, South Indian",11,6
"Kerala, South Indian",16,1
"Kerala, South Indian",18,10
"Kerala, South Indian",19,2
"Kerala, South Indian",25,1
"Kerala, South Indian",26,8
"Kerala, South Indian",27,10
"Kerala, South Indian",29,1
"Kerala, South Indian",31,5
"Kerala, South Indian",32,6
"Kerala, South Indian",33,1
"Kerala, South Indian",36,8
"Kerala, South Indian",41,9
"Kerala, South Indian",93,4
"Kerala, South Indian",94,1
"Kerala, South Indian",140,7
"Kerala, South Indian",149,1
"Kerala, South Indian",190,4
"Kerala, South Indian",197,1
"Kerala, South Indian",405,2
"Kerala, South Indian",410,2
Mithai,0,63
Mithai,4,8
Mithai,5,2
Mithai,6,4
Mithai,7,2
Mithai,8,1
Mithai,9,12
Mithai,16,3
Mithai,22,3
Mithai,23,6
Mithai,24,1
Mithai,27,4
Mithai,28,2
Mithai,29,2
Mithai,31,2
Mithai,32,1
Mithai,33,4
Mithai,39,1
Mithai,61,3
Mithai,356,2
Mithai,358,1
"Mithai, Street Food",0,46
"Mithai, Street Food",4,8
"Mithai, Street Food",5,12
"Mithai, Street Food",6,10
"Mithai, Street Food",7,2
"Mithai, Street Food",8,8
"Mithai, Street Food",9,7
"Mithai, Street Food",10,2
"Mithai, Street Food",11,1
"Mithai, Street Food",13,3
"Mithai, Street Food",14,7
"Mithai, Street Food",15,4
"Mithai, Street Food",16,4
"Mithai, Street Food",18,12
"Mithai, Street Food",19,6
"Mithai, Street Food",20,5
"Mithai, Street Food",22,4
"Mithai, Street Food",23,4
"Mithai, Street Food",24,2
"Mithai, Street Food",26,3
"Mithai, Street Food",27,7
"Mithai, Street Food",28,4
"Mithai, Street Food",29,3
"Mithai, Street Food",31,4
"Mithai, Street Food",32,1
"Mithai, Street Food",34,8
"Mithai, Street Food",35,2
"Mithai, Street Food",36,5
"Mithai, Street Food",37,1
"Mithai, Street Food",40,1
"Mithai, Street Food",42,6
"Mithai, Street Food",46,10
"Mithai, Street Food",47,5
"Mithai, Street Food",48,6
"Mithai, Street Food",49,1
"Mithai, Street Food",51,6
"Mithai, Street Food",52,1
"Mithai, Street Food",53,1
"Mithai, Street Food",56,3
"Mithai, Street Food",57,2
"Mithai, Street Food",58,2
"Mithai, Street Food",61,2
"Mithai, Street Food",63,5
"Mithai, Street Food",64,2
"Mithai, Street Food",65,1
"Mithai, Street Food",66,1
"Mithai, Street Food",67,3
"Mithai, Street Food",68,4
"Mithai, Street Food",70,3
"Mithai, Street Food",71,1
"Mithai, Street Food",72,2
"Mithai, Street Food",73,2
"Mithai, Street Food",75,17
"Mithai, Street Food",84,4
"Mithai, Street Food",92,1
"Mithai, Street Food",96,1
"Mithai, Street Food",99,4
"Mithai, Street Food",100,2
"Mithai, Street Food",101,1
"Mithai, Street Food",102,1
"Mithai, Street Food",103,2
"Mithai, Street Food",104,3
"Mithai, Street Food",110,6
"Mithai, Street Food",112,1
"Mithai, Street Food",113,7
"Mithai, Street Food",114,1
"Mithai, Street Food",115,4
"Mithai, Street Food",122,2
"Mithai, Street Food",123,2
"Mithai, Street Food",124,1
"Mithai, Street Food",125,2
"Mithai, Street Food",131,2
"Mithai, Street Food",132,1
"Mithai, Street Food",148,6
"Mithai, Street Food",149,1
"Mithai, Street Food",151,3
"Mithai, Street Food",152,3
"Mithai, Street Food",154,3
"Mithai, Street Food",159,1
"Mithai, Street Food",163,1
"Mithai, Street Food",182,1
"Mithai, Street Food",183,3
"Mithai, Street Food",184,1
"Mithai, Street Food",218,2
"Mithai, Street Food",226,2
"Mithai, Street Food",261,2
"Mithai, Street Food",267,2
"Mithai, Street Food",370,3
"Mithai, Street Food",371,1
"Mithai, Street Food",376,6
"Mithai, Street Food",377,1
"Mithai, Street Food",1076,3
"Mithai, Street Food",1077,7
North Indian,0,752
North Indian,1,1
North Indian,4,83
North Indian,5,40
North Indian,6,38
North Indian,7,60
North Indian,8,34
North Indian,9,45
North Indian,10,26
North Indian,11,38
North Indian,12,18
North Indian,13,20
North Indian,14,18
North Indian,15,50
North Indian,16,43
North Indian,17,19
North Indian,18,14
North Indian,19,25
North Indian,20,22
North Indian,21,7
North Indian,22,25
North Indian,23,23
North Indian,24,21
North Indian,25,18
North Indian,26,6
North Indian,27,5
North Indian,28,5
North Indian,29,20
North Indian,30,2
North Indian,31,13
North Indian,32,10
North Indian,33,24
North Indian,34,26
North Indian,35,8
North Indian,36,13
North Indian,37,10
North Indian,38,27
North Indian,39,17
North Indian,40,10
North Indian,41,10
North Indian,42,6
North Indian,43,11
North Indian,44,16
North Indian,45,1
North Indian,46,26
North Indian,47,17
North Indian,48,22
North Indian,49,6
North Indian,50,14
North Indian,51,17
North Indian,52,5
North Indian,53,12
North Indian,54,5
North Indian,56,8
North Indian,57,12
North Indian,58,1
North Indian,59,2
North Indian,60,6
North Indian,61,5
North Indian,62,4
North Indian,63,7
North Indian,64,2
North Indian,66,3
North Indian,67,7
North Indian,68,11
North Indian,69,10
North Indian,70,3
North Indian,71,2
North Indian,72,3
North Indian,73,6
North Indian,74,10
North Indian,75,13
North Indian,76,6
North Indian,77,3
North Indian,78,1
North Indian,79,4
North Indian,80,2
North Indian,81,11
North Indian,82,3
North Indian,83,2
North Indian,84,10
North Indian,85,11
North Indian,86,4
North Indian,87,2
North Indian,89,4
North Indian,90,2
North Indian,91,2
North Indian,92,1
North Indian,93,1
North Indian,94,3
North Indian,95,10
North Indian,96,2
North Indian,97,4
North Indian,98,1
North Indian,99,3
North Indian,100,5
North Indian,101,2
North Indian,102,2
North Indian,103,7
North Indian,104,7
North Indian,105,3
North Indian,106,2
North Indian,107,8
North Indian,108,3
North Indian,109,8
North Indian,110,4
North Indian,112,3
North Indian,113,3
North Indian,114,2
North Indian,116,2
North Indian,117,7
North Indian,120,2
North Indian,122,4
North Indian,123,2
North Indian,125,2
North Indian,126,5
North Indian,127,6
North Indian,128,2
North Indian,130,3
North Indian,131,3
North Indian,132,6
North Indian,133,4
North Indian,134,7
North Indian,137,10
North Indian,140,17
North Indian,141,1
North Indian,142,3
North Indian,143,1
North Indian,144,3
North Indian,145,3
North Indian,150,2
North Indian,152,7
North Indian,154,1
North Indian,155,2
North Indian,156,3
North Indian,158,3
North Indian,159,2
North Indian,160,1
North Indian,162,3
North Indian,163,1
North Indian,164,3
North Indian,165,2
North Indian,166,3
North Indian,167,10
North Indian,169,5
North Indian,170,1
North Indian,171,5
North Indian,172,1
North Indian,173,3
North Indian,175,5
North Indian,176,6
North Indian,178,1
North Indian,181,2
North Indian,182,1
North Indian,183,9
North Indian,184,2
North Indian,194,4
North Indian,195,8
North Indian,196,5
North Indian,197,2
North Indian,198,7
North Indian,199,8
North Indian,200,3
North Indian,201,3
North Indian,203,1
North Indian,205,4
North Indian,206,2
North Indian,210,4
North Indian,212,4
North Indian,214,6
North Indian,215,2
North Indian,217,5
North Indian,219,1
North Indian,220,6
North Indian,221,15
North Indian,225,1
North Indian,226,1
North Indian,228,2
North Indian,229,6
North Indian,230,2
North Indian,233,1
North Indian,235,3
North Indian,236,1
North Indian,240,2
North Indian,242,2
North Indian,243,3
North Indian,244,1
North Indian,246,2
North Indian,247,3
North Indian,248,2
North Indian,250,2
North Indian,251,1
North Indian,255,2
North Indian,256,2
North Indian,257,2
North Indian,258,3
North Indian,260,7
North Indian,262,1
North Indian,266,2
North Indian,268,2
North Indian,270,4
North Indian,275,5
North Indian,277,2
North Indian,278,1
North Indian,279,5
North Indian,280,3
North Indian,283,2
North Indian,286,6
North Indian,287,6
North Indian,289,4
North Indian,291,3
North Indian,295,1
North Indian,296,3
North Indian,297,7
North Indian,303,1
North Indian,304,2
North Indian,307,1
North Indian,308,1
North Indian,310,1
North Indian,312,2
North Indian,319,1
North Indian,320,1
North Indian,321,2
North Indian,322,6
North Indian,325,2
North Indian,327,1
North Indian,330,1
North Indian,331,9
North Indian,333,1
North Indian,334,2
North Indian,335,1
North Indian,336,1
North Indian,337,2
North Indian,338,2
North Indian,343,1
North Indian,344,7
North Indian,347,2
North Indian,348,2
North Indian,349,2
North Indian,350,1
North Indian,351,1
North Indian,355,1
North Indian,356,4
North Indian,357,5
North Indian,360,1
North Indian,362,2
North Indian,363,1
North Indian,364,2
North Indian,367,2
North Indian,371,1
North Indian,373,2
North Indian,376,2
North Indian,380,1
North Indian,394,4
North Indian,395,7
North Indian,396,1
North Indian,397,4
North Indian,402,1
North Indian,403,1
North Indian,405,1
North Indian,416,1
North Indian,426,2
North Indian,431,3
North Indian,432,4
North Indian,442,2
North Indian,444,5
North Indian,446,2
North Indian,450,8
North Indian,452,3
North Indian,453,5
North Indian,454,1
North Indian,455,4
North Indian,456,4
North Indian,457,12
North Indian,459,10
North Indian,460,1
North Indian,461,3
North Indian,463,4
North Indian,468,3
North Indian,470,3
North Indian,471,2
North Indian,472,2
North Indian,488,1
North Indian,489,2
North Indian,504,1
North Indian,510,2
North Indian,511,2
North Indian,518,1
North Indian,527,4
North Indian,528,1
North Indian,533,1
North Indian,535,2
North Indian,540,1
North Indian,547,8
North Indian,560,2
North Indian,561,6
North Indian,562,1
North Indian,563,1
North Indian,564,1
North Indian,592,3
North Indian,597,2
North Indian,598,1
North Indian,600,3
North Indian,609,1
North Indian,610,4
North Indian,650,1
North Indian,654,1
North Indian,669,1
North Indian,670,2
North Indian,671,1
North Indian,672,2
North Indian,676,1
North Indian,688,1
North Indian,705,1
North Indian,707,1
North Indian,711,1
North Indian,730,2
North Indian,735,1
North Indian,741,1
North Indian,750,2
North Indian,751,2
North Indian,753,1
North Indian,754,2
North Indian,756,3
North Indian,758,3
North Indian,759,1
North Indian,760,2
North Indian,763,4
North Indian,765,1
North Indian,768,1
North Indian,783,5
North Indian,785,1
North Indian,787,1
North Indian,792,1
North Indian,795,1
North Indian,797,5
North Indian,800,2
North Indian,818,3
North Indian,820,1
North Indian,821,1
North Indian,822,1
North Indian,823,6
North Indian,832,3
North Indian,840,1
North Indian,880,2
North Indian,885,1
North Indian,886,1
North Indian,887,2
North Indian,889,1
North Indian,891,1
North Indian,901,1
North Indian,907,1
North Indian,911,1
North Indian,915,2
North Indian,917,2
North Indian,919,2
North Indian,946,2
North Indian,987,1
North Indian,988,1
North Indian,1013,3
North Indian,1021,3
North Indian,1022,1
North Indian,1025,2
North Indian,1027,4
North Indian,1028,3
North Indian,1030,1
North Indian,1036,1
North Indian,1129,2
North Indian,1134,1
North Indian,1137,1
North Indian,1208,3
North Indian,1209,1
North Indian,1216,1
North Indian,1242,1
North Indian,1244,1
North Indian,1250,5
North Indian,1286,2
North Indian,1288,2
North Indian,1290,1
North Indian,1360,1
North Indian,1361,2
North Indian,1362,3
North Indian,1370,2
North Indian,1373,1
North Indian,1374,1
North Indian,1377,2
North Indian,1414,1
North Indian,1420,3
North Indian,1432,1
North Indian,1437,2
North Indian,1488,2
North Indian,1489,1
North Indian,1551,1
North Indian,1554,1
North Indian,1691,4
North Indian,1694,1
North Indian,1696,4
North Indian,1772,1
North Indian,1774,1
North Indian,1829,2
North Indian,1851,2
North Indian,1862,1
North Indian,1863,2
North Indian,1864,3
North Indian,1871,2
North Indian,1879,3
North Indian,1880,1
North Indian,2008,2
North Indian,2073,1
North Indian,2143,1
North Indian,2283,1
North Indian,2350,1
North Indian,2353,1
North Indian,2374,1
North Indian,2420,3
North Indian,2447,1
North Indian,2992,2
North Indian,3021,2
North Indian,3219,2
North Indian,3227,1
North Indian,3230,3
North Indian,3236,13
North Indian,3447,2
North Indian,3451,1
North Indian,3455,1
North Indian,3458,1
North Indian,3459,2
North Indian,3461,1
North Indian,3463,2
North Indian,3468,1
"North Indian, Biryani",0,94
"North Indian, Biryani",4,12
"North Indian, Biryani",5,2
"North Indian, Biryani",6,10
"North Indian, Biryani",7,3
"North Indian, Biryani",9,11
"North Indian, Biryani",10,13
"North Indian, Biryani",12,2
"North Indian, Biryani",13,2
"North Indian, Biryani",15,1
"North Indian, Biryani",17,4
"North Indian, Biryani",18,1
"North Indian, Biryani",20,2
"North Indian, Biryani",21,1
"North Indian, Biryani",25,1
"North Indian, Biryani",27,4
"North Indian, Biryani",29,1
"North Indian, Biryani",30,18
"North Indian, Biryani",31,10
"North Indian, Biryani",42,1
"North Indian, Biryani",43,5
"North Indian, Biryani",66,2
"North Indian, Biryani",67,1
"North Indian, Biryani",68,2
"North Indian, Biryani",69,1
"North Indian, Biryani",80,3
"North Indian, Biryani",89,1
"North Indian, Biryani",93,1
"North Indian, Biryani",94,3
"North Indian, Biryani",97,2
"North Indian, Biryani",98,1
"North Indian, Biryani",105,1
"North Indian, Biryani",116,2
"North Indian, Biryani",117,5
"North Indian, Biryani",130,4
"North Indian, Biryani",146,2
"North Indian, Biryani",150,3
"North Indian, Biryani",151,3
"North Indian, Biryani",155,6
"North Indian, Biryani",181,1
"North Indian, Biryani",182,2
"North Indian, Biryani",204,1
"North Indian, Biryani",205,1
"North Indian, Biryani",206,1
"North Indian, Biryani",207,1
"North Indian, Biryani",210,2
"North Indian, Biryani",334,2
"North Indian, Biryani",353,2
"North Indian, Biryani",354,2
"North Indian, Biryani",355,1
"North Indian, Biryani",356,2
"North Indian, Biryani",358,2
"North Indian, Biryani",360,1
"North Indian, Biryani",362,2
"North Indian, Biryani",364,2
"North Indian, Biryani",366,2
"North Indian, Biryani",373,1
"North Indian, Biryani",385,1
"North Indian, Biryani",388,1
"North Indian, Biryani",391,2
"North Indian, Biryani",432,2
"North Indian, Biryani",434,1
"North Indian, Biryani",701,5
"North Indian, Biryani",756,2
"North Indian, Biryani",772,2
"North Indian, Chinese",0,407
"North Indian, Chinese",1,1
"North Indian, Chinese",4,75
"North Indian, Chinese",5,17
"North Indian, Chinese",6,74
"North Indian, Chinese",7,51
"North Indian, Chinese",8,53
"North Indian, Chinese",9,35
"North Indian, Chinese",10,33
"North Indian, Chinese",11,25
"North Indian, Chinese",12,41
"North Indian, Chinese",13,42
"North Indian, Chinese",14,10
"North Indian, Chinese",15,27
"North Indian, Chinese",16,23
"North Indian, Chinese",17,46
"North Indian, Chinese",18,27
"North Indian, Chinese",19,16
"North Indian, Chinese",20,24
"North Indian, Chinese",21,13
"North Indian, Chinese",22,28
"North Indian, Chinese",23,15
"North Indian, Chinese",24,34
"North Indian, Chinese",25,25
"North Indian, Chinese",26,6
"North Indian, Chinese",27,4
"North Indian, Chinese",28,19
"North Indian, Chinese",29,18
"North Indian, Chinese",30,15
"North Indian, Chinese",31,22
"North Indian, Chinese",32,23
"North Indian, Chinese",33,25
"North Indian, Chinese",34,7
"North Indian, Chinese",35,22
"North Indian, Chinese",36,16
"North Indian, Chinese",37,16
"North Indian, Chinese",38,10
"North Indian, Chinese",39,30
"North Indian, Chinese",40,10
"North Indian, Chinese",41,6
"North Indian, Chinese",42,10
"North Indian, Chinese",43,15
"North Indian, Chinese",44,10
"North Indian, Chinese",45,15
"North Indian, Chinese",46,14
"North Indian, Chinese",47,3
"North Indian, Chinese",48,22
"North Indian, Chinese",49,2
"North Indian, Chinese",50,5
"North Indian, Chinese",51,9
"North Indian, Chinese",52,2
"North Indian, Chinese",53,19
"North Indian, Chinese",54,5
"North Indian, Chinese",55,6
"North Indian, Chinese",56,12
"North Indian, Chinese",57,14
"North Indian, Chinese",58,3
"North Indian, Chinese",59,10
"North Indian, Chinese",61,7
"North Indian, Chinese",62,2
"North Indian, Chinese",63,5
"North Indian, Chinese",66,5
"North Indian, Chinese",67,17
"North Indian, Chinese",68,7
"North Indian, Chinese",69,2
"North Indian, Chinese",70,11
"North Indian, Chinese",72,3
"North Indian, Chinese",74,3
"North Indian, Chinese",76,7
"North Indian, Chinese",77,3
"North Indian, Chinese",78,7
"North Indian, Chinese",81,1
"North Indian, Chinese",82,4
"North Indian, Chinese",83,8
"North Indian, Chinese",84,9
"North Indian, Chinese",88,7
"North Indian, Chinese",89,5
"North Indian, Chinese",90,7
"North Indian, Chinese",91,2
"North Indian, Chinese",93,16
"North Indian, Chinese",94,16
"North Indian, Chinese",96,3
"North Indian, Chinese",97,9
"North Indian, Chinese",98,13
"North Indian, Chinese",100,8
"North Indian, Chinese",102,14
"North Indian, Chinese",104,3
"North Indian, Chinese",106,7
"North Indian, Chinese",107,5
"North Indian, Chinese",108,13
"North Indian, Chinese",109,5
"North Indian, Chinese",110,17
"North Indian, Chinese",111,13
"North Indian, Chinese",112,6
"North Indian, Chinese",113,6
"North Indian, Chinese",114,8
"North Indian, Chinese",115,11
"North Indian, Chinese",116,1
"North Indian, Chinese",117,8
"North Indian, Chinese",118,9
"North Indian, Chinese",119,10
"North Indian, Chinese",120,8
"North Indian, Chinese",121,15
"North Indian, Chinese",122,1
"North Indian, Chinese",123,3
"North Indian, Chinese",124,3
"North Indian, Chinese",125,3
"North Indian, Chinese",127,3
"North Indian, Chinese",128,7
"North Indian, Chinese",129,1
"North Indian, Chinese",134,4
"North Indian, Chinese",135,6
"North Indian, Chinese",136,6
"North Indian, Chinese",137,5
"North Indian, Chinese",142,1
"North Indian, Chinese",144,1
"North Indian, Chinese",145,2
"North Indian, Chinese",151,3
"North Indian, Chinese",153,2
"North Indian, Chinese",156,4
"North Indian, Chinese",157,8
"North Indian, Chinese",158,2
"North Indian, Chinese",159,1
"North Indian, Chinese",160,3
"North Indian, Chinese",161,3
"North Indian, Chinese",162,5
"North Indian, Chinese",163,1
"North Indian, Chinese",165,10
"North Indian, Chinese",166,2
"North Indian, Chinese",168,1
"North Indian, Chinese",170,3
"North Indian, Chinese",172,4
"North Indian, Chinese",173,1
"North Indian, Chinese",177,2
"North Indian, Chinese",178,4
"North Indian, Chinese",179,2
"North Indian, Chinese",180,2
"North Indian, Chinese",181,6
"North Indian, Chinese",188,3
"North Indian, Chinese",189,1
"North Indian, Chinese",191,3
"North Indian, Chinese",195,4
"North Indian, Chinese",197,8
"North Indian, Chinese",199,1
"North Indian, Chinese",201,2
"North Indian, Chinese",202,3
"North Indian, Chinese",203,2
"North Indian, Chinese",210,2
"North Indian, Chinese",223,6
"North Indian, Chinese",224,4
"North Indian, Chinese",226,1
"North Indian, Chinese",229,3
"North Indian, Chinese",232,5
"North Indian, Chinese",234,2
"North Indian, Chinese",237,2
"North Indian, Chinese",238,3
"North Indian, Chinese",239,7
"North Indian, Chinese",241,4
"North Indian, Chinese",244,1
"North Indian, Chinese",245,1
"North Indian, Chinese",247,1
"North Indian, Chinese",248,2
"North Indian, Chinese",250,1
"North Indian, Chinese",251,1
"North Indian, Chinese",252,2
"North Indian, Chinese",253,3
"North Indian, Chinese",254,8
"North Indian, Chinese",255,3
"North Indian, Chinese",256,1
"North Indian, Chinese",257,5
"North Indian, Chinese",258,3
"North Indian, Chinese",260,3
"North Indian, Chinese",261,6
"North Indian, Chinese",262,7
"North Indian, Chinese",268,1
"North Indian, Chinese",270,2
"North Indian, Chinese",288,3
"North Indian, Chinese",291,1
"North Indian, Chinese",295,3
"North Indian, Chinese",308,1
"North Indian, Chinese",313,4
"North Indian, Chinese",314,1
"North Indian, Chinese",318,4
"North Indian, Chinese",319,3
"North Indian, Chinese",320,3
"North Indian, Chinese",321,2
"North Indian, Chinese",323,1
"North Indian, Chinese",324,2
"North Indian, Chinese",326,1
"North Indian, Chinese",327,3
"North Indian, Chinese",328,1
"North Indian, Chinese",330,3
"North Indian, Chinese",331,2
"North Indian, Chinese",332,3
"North Indian, Chinese",334,1
"North Indian, Chinese",335,3
"North Indian, Chinese",337,5
"North Indian, Chinese",338,5
"North Indian, Chinese",342,1
"North Indian, Chinese",343,1
"North Indian, Chinese",344,1
"North Indian, Chinese",345,2
"North Indian, Chinese",350,1
"North Indian, Chinese",351,1
"North Indian, Chinese",352,1
"North Indian, Chinese",355,1
"North Indian, Chinese",356,2
"North Indian, Chinese",357,2
"North Indian, Chinese",358,7
"North Indian, Chinese",393,4
"North Indian, Chinese",395,1
"North Indian, Chinese",396,1
"North Indian, Chinese",397,1
"North Indian, Chinese",399,1
"North Indian, Chinese",402,9
"North Indian, Chinese",406,2
"North Indian, Chinese",407,2
"North Indian, Chinese",408,4
"North Indian, Chinese",409,2
"North Indian, Chinese",410,3
"North Indian, Chinese",414,1
"North Indian, Chinese",418,2
"North Indian, Chinese",419,2
"North Indian, Chinese",422,2
"North Indian, Chinese",425,1
"North Indian, Chinese",443,1
"North Indian, Chinese",455,5
"North Indian, Chinese",456,1
"North Indian, Chinese",479,4
"North Indian, Chinese",498,1
"North Indian, Chinese",500,3
"North Indian, Chinese",502,2
"North Indian, Chinese",511,2
"North Indian, Chinese",514,1
"North Indian, Chinese",515,1
"North Indian, Chinese",532,2
"North Indian, Chinese",533,1
"North Indian, Chinese",545,2
"North Indian, Chinese",557,1
"North Indian, Chinese",561,2
"North Indian, Chinese",570,2
"North Indian, Chinese",619,2
"North Indian, Chinese",633,4
"North Indian, Chinese",634,1
"North Indian, Chinese",639,1
"North Indian, Chinese",641,1
"North Indian, Chinese",644,2
"North Indian, Chinese",707,2
"North Indian, Chinese",712,2
"North Indian, Chinese",759,12
"North Indian, Chinese",760,1
"North Indian, Chinese",782,1
"North Indian, Chinese",783,3
"North Indian, Chinese",808,2
"North Indian, Chinese",815,6
"North Indian, Chinese",949,5
"North Indian, Chinese",951,2
"North Indian, Chinese",952,5
"North Indian, Chinese",960,1
"North Indian, Chinese",1070,3
"North Indian, Chinese",1077,1
"North Indian, Chinese",1078,2
"North Indian, Chinese",1080,3
"North Indian, Chinese",1082,3
"North Indian, Chinese",1189,5
"North Indian, Chinese",1190,5
"North Indian, Chinese",1697,10
"North Indian, Chinese",1698,1
"North Indian, Chinese",2303,2
"North Indian, Chinese",2309,1
"North Indian, Chinese",2312,1
"North Indian, Chinese",2317,1
"North Indian, Chinese",2359,1
"North Indian, Chinese, Biryani",0,86
"North Indian, Chinese, Biryani",5,6
"North Indian, Chinese, Biryani",6,15
"North Indian, Chinese, Biryani",7,7
"North Indian, Chinese, Biryani",8,2
"North Indian, Chinese, Biryani",10,10
"North Indian, Chinese, Biryani",13,4
"North Indian, Chinese, Biryani",14,1
"North Indian, Chinese, Biryani",15,5
"North Indian, Chinese, Biryani",16,15
"North Indian, Chinese, Biryani",17,9
"North Indian, Chinese, Biryani",18,5
